DexNum,Name,Type1,Type2,Ability1,Ability2,Ability3,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26,move27,move28,move29,move30,move31,move32,move33,move34,move35
59,arcanine,fire,---,intimidate,flash-fire,justified,90,110,80,100,80,95,"['0', 'extreme-speed']","['1', 'take-down']","['1', 'leer']","['1', 'bite']","['1', 'roar']","['1', 'ember']","['1', 'agility']","['1', 'flame-wheel']","['1', 'reversal']","['1', 'crunch']","['1', 'helping-hand']","['1', 'howl']","['1', 'flare-blitz']","['1', 'fire-fang']","['1', 'retaliate']","['1', 'play-rough']","['5', 'flamethrower']",,,,,,,,,,,,,,,,,,
60,poliwag,water,---,water-absorb,damp,swift-swim,40,50,40,40,40,90,"['1', 'water-gun']","['1', 'hypnosis']","['6', 'pound']","['12', 'mud-shot']","['18', 'bubble-beam']","['24', 'rain-dance']","['30', 'body-slam']","['36', 'earth-power']","['42', 'hydro-pump']","['48', 'belly-drum']","['54', 'double-edge']",,,,,,,,,,,,,,,,,,,,,,,,
61,poliwhirl,water,---,water-absorb,damp,swift-swim,65,65,65,50,50,90,"['1', 'pound']","['1', 'water-gun']","['1', 'hypnosis']","['1', 'mud-shot']","['18', 'bubble-beam']","['24', 'rain-dance']","['32', 'body-slam']","['40', 'earth-power']","['48', 'hydro-pump']","['56', 'belly-drum']","['66', 'double-edge']",,,,,,,,,,,,,,,,,,,,,,,,
62,poliwrath,water,fighting,water-absorb,damp,swift-swim,90,95,95,70,90,70,"['0', 'dynamic-punch']","['1', 'body-slam']","['1', 'bubble-beam']","['1', 'hypnosis']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,abra,psychic,---,synchronize,inner-focus,magic-guard,25,20,15,105,55,90,"['1', 'teleport']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,kadabra,psychic,---,synchronize,inner-focus,magic-guard,40,35,30,120,70,105,"['0', 'confusion']","['1', 'disable']","['1', 'confusion']","['1', 'teleport']","['1', 'kinesis']","['5', 'psybeam']","['10', 'reflect']","['15', 'ally-switch']","['20', 'psycho-cut']","['25', 'recover']","['30', 'psyshock']","['35', 'psychic']","['40', 'role-play']","['45', 'future-sight']","['50', 'calm-mind']",,,,,,,,,,,,,,,,,,,,
65,alakazam,psychic,---,synchronize,inner-focus,magic-guard,55,50,45,135,95,120,"['1', 'disable']","['1', 'confusion']","['1', 'teleport']","['1', 'kinesis']","['5', 'psybeam']","['10', 'reflect']","['15', 'ally-switch']","['20', 'psycho-cut']","['25', 'recover']","['30', 'psyshock']","['35', 'psychic']","['40', 'role-play']","['45', 'future-sight']","['50', 'calm-mind']",,,,,,,,,,,,,,,,,,,,,
66,machop,fighting,---,guts,no-guard,steadfast,70,80,50,35,35,35,"['1', 'leer']","['1', 'low-kick']","['4', 'focus-energy']","['8', 'revenge']","['12', 'low-sweep']","['16', 'knock-off']","['20', 'scary-face']","['24', 'vital-throw']","['29', 'strength']","['32', 'dual-chop']","['36', 'bulk-up']","['40', 'seismic-toss']","['44', 'dynamic-punch']","['48', 'cross-chop']","['52', 'double-edge']",,,,,,,,,,,,,,,,,,,,
67,machoke,fighting,---,guts,no-guard,steadfast,80,100,70,50,60,45,"['1', 'leer']","['1', 'low-kick']","['1', 'focus-energy']","['1', 'revenge']","['12', 'low-sweep']","['16', 'knock-off']","['20', 'scary-face']","['24', 'vital-throw']","['31', 'strength']","['36', 'dual-chop']","['42', 'bulk-up']","['48', 'seismic-toss']","['54', 'dynamic-punch']","['60', 'cross-chop']","['66', 'double-edge']",,,,,,,,,,,,,,,,,,,,
68,machamp,fighting,---,guts,no-guard,steadfast,90,130,80,65,85,55,"['1', 'leer']","['1', 'low-kick']","['1', 'focus-energy']","['1', 'revenge']","['1', 'wide-guard']","['12', 'low-sweep']","['16', 'knock-off']","['20', 'scary-face']","['24', 'vital-throw']","['31', 'strength']","['36', 'dual-chop']","['42', 'bulk-up']","['48', 'seismic-toss']","['54', 'dynamic-punch']","['60', 'cross-chop']","['66', 'double-edge']",,,,,,,,,,,,,,,,,,,
69,bellsprout,grass,poison,chlorophyll,gluttony,---,50,75,35,70,30,40,"['1', 'vine-whip']","['1', 'vine-whip']","['7', 'growth']","['7', 'growth']","['11', 'wrap']","['11', 'wrap']","['13', 'sleep-powder']","['13', 'sleep-powder']","['15', 'poison-powder']","['15', 'poison-powder']","['17', 'stun-spore']","['17', 'stun-spore']","['23', 'acid']","['23', 'acid']","['27', 'knock-off']","['27', 'knock-off']","['29', 'sweet-scent']","['29', 'sweet-scent']","['35', 'gastro-acid']","['35', 'gastro-acid']","['39', 'razor-leaf']","['39', 'razor-leaf']","['41', 'poison-jab']","['41', 'poison-jab']","['47', 'slam']","['47', 'slam']","['50', 'wring-out']","['52', 'power-whip']",,,,,,,
70,weepinbell,grass,poison,chlorophyll,gluttony,---,65,90,50,85,45,55,"['1', 'vine-whip']","['1', 'wrap']","['1', 'growth']","['1', 'vine-whip']","['1', 'wrap']","['1', 'growth']","['7', 'growth']","['11', 'wrap']","['13', 'sleep-powder']","['13', 'sleep-powder']","['15', 'poison-powder']","['15', 'poison-powder']","['17', 'stun-spore']","['17', 'stun-spore']","['24', 'acid']","['24', 'acid']","['29', 'knock-off']","['29', 'knock-off']","['32', 'sweet-scent']","['32', 'sweet-scent']","['39', 'gastro-acid']","['39', 'gastro-acid']","['44', 'razor-leaf']","['44', 'razor-leaf']","['47', 'poison-jab']","['47', 'poison-jab']","['54', 'slam']","['54', 'slam']","['58', 'power-whip']","['58', 'wring-out']",,,,,
71,victreebel,grass,poison,chlorophyll,gluttony,---,80,105,65,100,70,70,"['0', 'leaf-storm']","['0', 'leaf-tornado']","['1', 'vine-whip']","['1', 'razor-leaf']","['1', 'sleep-powder']","['1', 'sweet-scent']","['1', 'vine-whip']","['1', 'razor-leaf']","['1', 'sleep-powder']","['1', 'sweet-scent']","['1', 'stockpile']","['1', 'spit-up']","['1', 'swallow']","['1', 'leaf-tornado']","['32', 'leaf-storm']","['44', 'leaf-blade']","['44', 'leaf-blade']",,,,,,,,,,,,,,,,,,
72,tentacool,water,poison,clear-body,liquid-ooze,rain-dish,40,40,35,50,100,70,"['1', 'poison-sting']","['1', 'water-gun']","['4', 'acid']","['8', 'wrap']","['12', 'supersonic']","['16', 'water-pulse']","['20', 'screech']","['24', 'bubble-beam']","['28', 'hex']","['32', 'acid-armor']","['36', 'poison-jab']","['40', 'surf']","['44', 'sludge-wave']","['48', 'hydro-pump']",,,,,,,,,,,,,,,,,,,,,
73,tentacruel,water,poison,clear-body,liquid-ooze,rain-dish,80,70,65,80,120,100,"['1', 'wrap']","['1', 'poison-sting']","['1', 'acid']","['1', 'water-gun']","['1', 'reflect-type']","['12', 'supersonic']","['16', 'water-pulse']","['20', 'screech']","['24', 'bubble-beam']","['28', 'hex']","['34', 'acid-armor']","['40', 'poison-jab']","['46', 'surf']","['52', 'sludge-wave']","['58', 'hydro-pump']",,,,,,,,,,,,,,,,,,,,
74,geodude,rock,ground,rock-head,sturdy,sand-veil,40,80,100,30,30,20,"['1', 'tackle']","['1', 'defense-curl']","['1', 'tackle']","['1', 'defense-curl']","['4', 'mud-sport']","['6', 'rock-polish']","['6', 'rock-polish']","['10', 'rollout']","['10', 'rollout']","['12', 'bulldoze']","['12', 'magnitude']","['16', 'rock-throw']","['16', 'rock-throw']","['18', 'smack-down']","['18', 'smack-down']","['22', 'bulldoze']","['24', 'self-destruct']","['24', 'self-destruct']","['28', 'stealth-rock']","['28', 'stealth-rock']","['30', 'rock-blast']","['30', 'rock-blast']","['34', 'earthquake']","['34', 'earthquake']","['36', 'explosion']","['36', 'explosion']","['40', 'double-edge']","['40', 'double-edge']","['42', 'stone-edge']","['42', 'stone-edge']",,,,,
75,graveler,rock,ground,rock-head,sturdy,sand-veil,55,95,115,45,45,35,"['1', 'tackle']","['1', 'defense-curl']","['1', 'rock-polish']","['1', 'tackle']","['1', 'defense-curl']","['1', 'mud-sport']","['1', 'rock-polish']","['4', 'mud-sport']","['6', 'rock-polish']","['10', 'rollout']","['10', 'rollout']","['12', 'bulldoze']","['12', 'magnitude']","['16', 'rock-throw']","['16', 'rock-throw']","['18', 'smack-down']","['18', 'smack-down']","['22', 'bulldoze']","['24', 'self-destruct']","['24', 'self-destruct']","['30', 'stealth-rock']","['30', 'stealth-rock']","['34', 'rock-blast']","['34', 'rock-blast']","['40', 'earthquake']","['40', 'earthquake']","['44', 'explosion']","['44', 'explosion']","['50', 'double-edge']","['50', 'double-edge']","['54', 'stone-edge']","['54', 'stone-edge']",,,
76,golem,rock,ground,rock-head,sturdy,sand-veil,80,120,130,55,65,45,"['1', 'tackle']","['1', 'defense-curl']","['1', 'rock-polish']","['1', 'heavy-slam']","['1', 'tackle']","['1', 'defense-curl']","['1', 'mud-sport']","['1', 'rock-polish']","['1', 'heavy-slam']","['4', 'mud-sport']","['6', 'rock-polish']","['10', 'steamroller']","['12', 'magnitude']","['16', 'rock-throw']","['16', 'rock-throw']","['18', 'smack-down']","['18', 'smack-down']","['22', 'bulldoze']","['22', 'bulldoze']","['24', 'self-destruct']","['24', 'self-destruct']","['30', 'stealth-rock']","['30', 'stealth-rock']","['34', 'rock-blast']","['34', 'rock-blast']","['40', 'earthquake']","['40', 'earthquake']","['44', 'explosion']","['44', 'explosion']","['50', 'double-edge']","['50', 'double-edge']","['54', 'stone-edge']","['54', 'stone-edge']","['60', 'heavy-slam']",
77,ponyta,fire,---,run-away,flash-fire,flame-body,50,85,55,65,65,90,"['1', 'tackle']","['1', 'growl']","['5', 'tail-whip']","['10', 'ember']","['15', 'flame-charge']","['20', 'agility']","['25', 'flame-wheel']","['30', 'stomp']","['35', 'fire-spin']","['41', 'take-down']","['45', 'inferno']","['50', 'fire-blast']","['55', 'flare-blitz']",,,,,,,,,,,,,,,,,,,,,,
78,rapidash,fire,---,run-away,flash-fire,flame-body,65,100,70,80,80,105,"['0', 'smart-strike']","['1', 'tackle']","['1', 'tail-whip']","['1', 'growl']","['1', 'ember']","['1', 'quick-attack']","['1', 'megahorn']","['1', 'poison-jab']","['1', 'smart-strike']","['15', 'flame-charge']","['20', 'agility']","['25', 'flame-wheel']","['30', 'stomp']","['35', 'fire-spin']","['43', 'take-down']","['49', 'inferno']","['56', 'fire-blast']","['63', 'flare-blitz']",,,,,,,,,,,,,,,,,
79,slowpoke,water,psychic,oblivious,own-tempo,regenerator,90,65,65,40,40,15,"['1', 'tackle']","['1', 'curse']","['3', 'growl']","['6', 'water-gun']","['9', 'yawn']","['12', 'confusion']","['15', 'disable']","['18', 'water-pulse']","['21', 'headbutt']","['24', 'zen-headbutt']","['27', 'amnesia']","['30', 'surf']","['33', 'slack-off']","['36', 'psychic']","['39', 'psych-up']","['42', 'rain-dance']","['45', 'heal-pulse']",,,,,,,,,,,,,,,,,,
80,slowbro,water,psychic,oblivious,own-tempo,regenerator,95,75,110,100,80,30,"['1', 'tackle']","['1', 'growl']","['1', 'water-gun']","['1', 'withdraw']","['1', 'curse']","['9', 'yawn']","['12', 'confusion']","['15', 'disable']","['18', 'water-pulse']","['21', 'headbutt']","['24', 'zen-headbutt']","['27', 'amnesia']","['30', 'surf']","['33', 'slack-off']","['36', 'psychic']","['41', 'psych-up']","['46', 'rain-dance']","['51', 'heal-pulse']",,,,,,,,,,,,,,,,,
81,magnemite,electric,steel,magnet-pull,sturdy,analytic,25,35,70,95,55,45,"['1', 'tackle']","['1', 'thunder-shock']","['4', 'supersonic']","['8', 'thunder-wave']","['12', 'electro-ball']","['16', 'gyro-ball']","['20', 'spark']","['24', 'screech']","['28', 'magnet-rise']","['32', 'flash-cannon']","['36', 'discharge']","['40', 'metal-sound']","['44', 'light-screen']","['48', 'lock-on']","['52', 'zap-cannon']",,,,,,,,,,,,,,,,,,,,
82,magneton,electric,steel,magnet-pull,sturdy,analytic,50,60,95,120,70,70,"['0', 'tri-attack']","['1', 'tackle']","['1', 'supersonic']","['1', 'thunder-shock']","['1', 'thunder-wave']","['1', 'electric-terrain']","['12', 'electro-ball']","['16', 'gyro-ball']","['20', 'spark']","['24', 'screech']","['28', 'magnet-rise']","['34', 'flash-cannon']","['40', 'discharge']","['46', 'metal-sound']","['52', 'light-screen']","['58', 'lock-on']","['64', 'zap-cannon']",,,,,,,,,,,,,,,,,,
83,farfetch'd,normal,flying,keen-eye,inner-focus,defiant,52,90,55,58,62,60,"['1', 'sand-attack']","['1', 'peck']","['5', 'leer']","['10', 'fury-cutter']","['15', 'cut']","['20', 'aerial-ace']","['25', 'air-cutter']","['30', 'knock-off']","['35', 'false-swipe']","['40', 'slash']","['45', 'swords-dance']","['50', 'air-slash']","['55', 'leaf-blade']","['60', 'agility']","['65', 'brave-bird']",,,,,,,,,,,,,,,,,,,,
84,doduo,normal,flying,run-away,early-bird,tangled-feet,35,85,45,35,35,75,"['1', 'growl']","['1', 'peck']","['1', 'growl']","['1', 'peck']","['5', 'quick-attack']","['5', 'quick-attack']","['8', 'rage']","['9', 'fury-attack']","['12', 'fury-attack']","['14', 'pluck']","['15', 'pursuit']","['19', 'double-hit']","['19', 'pluck']","['22', 'double-hit']","['23', 'agility']","['26', 'agility']","['27', 'uproar']","['29', 'uproar']","['30', 'acupressure']","['33', 'swords-dance']","['33', 'acupressure']","['36', 'drill-peck']","['36', 'swords-dance']","['39', 'endeavor']","['40', 'jump-kick']","['43', 'thrash']","['43', 'drill-peck']","['47', 'endeavor']","['50', 'thrash']",,,,,,
85,dodrio,normal,flying,run-away,early-bird,tangled-feet,60,110,70,60,60,110,"['0', 'tri-attack']","['0', 'tri-attack']","['1', 'growl']","['1', 'peck']","['1', 'quick-attack']","['1', 'growl']","['1', 'peck']","['1', 'quick-attack']","['1', 'rage']","['1', 'tri-attack']","['5', 'quick-attack']","['8', 'rage']","['12', 'fury-attack']","['12', 'fury-attack']","['15', 'pluck']","['15', 'pursuit']","['19', 'double-hit']","['19', 'pluck']","['22', 'double-hit']","['23', 'agility']","['26', 'uproar']","['26', 'agility']","['29', 'uproar']","['30', 'acupressure']","['34', 'swords-dance']","['34', 'acupressure']","['38', 'drill-peck']","['38', 'swords-dance']","['43', 'endeavor']","['43', 'jump-kick']","['47', 'drill-peck']","['50', 'thrash']","['52', 'endeavor']","['56', 'thrash']",
86,seel,water,---,thick-fat,hydration,ice-body,65,45,55,45,70,45,"['1', 'headbutt']","['1', 'headbutt']","['3', 'growl']","['3', 'growl']","['7', 'charm']","['7', 'water-sport']","['11', 'icy-wind']","['11', 'icy-wind']","['13', 'encore']","['13', 'encore']","['17', 'ice-shard']","['17', 'ice-shard']","['21', 'rest']","['21', 'rest']","['23', 'aqua-ring']","['23', 'aqua-ring']","['27', 'aurora-beam']","['27', 'aurora-beam']","['31', 'aqua-jet']","['31', 'aqua-jet']","['33', 'brine']","['33', 'brine']","['37', 'take-down']","['37', 'take-down']","['41', 'dive']","['41', 'dive']","['43', 'aqua-tail']","['43', 'aqua-tail']","['47', 'ice-beam']","['47', 'ice-beam']","['51', 'safeguard']","['51', 'safeguard']","['53', 'snowscape']","['53', 'hail']",
87,dewgong,water,ice,thick-fat,hydration,ice-body,90,70,80,70,95,70,"['0', 'sheer-cold']","['0', 'sheer-cold']","['1', 'headbutt']","['1', 'growl']","['1', 'icy-wind']","['1', 'headbutt']","['1', 'growl']","['1', 'icy-wind']","['1', 'signal-beam']","['1', 'sheer-cold']","['3', 'growl']","['7', 'signal-beam']","['11', 'icy-wind']","['13', 'encore']","['13', 'encore']","['17', 'ice-shard']","['17', 'ice-shard']","['21', 'rest']","['21', 'rest']","['23', 'aqua-ring']","['23', 'aqua-ring']","['27', 'aurora-beam']","['27', 'aurora-beam']","['31', 'aqua-jet']","['31', 'aqua-jet']","['33', 'brine']","['33', 'brine']","['39', 'take-down']","['39', 'take-down']","['45', 'dive']","['45', 'dive']","['49', 'aqua-tail']","['49', 'aqua-tail']","['55', 'ice-beam']","['55', 'ice-beam']"
88,grimer,poison,---,stench,sticky-hold,poison-touch,80,80,50,40,50,25,"['1', 'pound']","['1', 'poison-gas']","['1', 'pound']","['1', 'poison-gas']","['4', 'harden']","['4', 'harden']","['7', 'mud-slap']","['7', 'mud-slap']","['12', 'disable']","['12', 'disable']","['15', 'sludge']","['15', 'sludge']","['18', 'mud-shot']","['18', 'mud-bomb']","['21', 'minimize']","['21', 'minimize']","['26', 'toxic']","['26', 'fling']","['29', 'sludge-bomb']","['29', 'sludge-bomb']","['32', 'sludge-wave']","['32', 'sludge-wave']","['37', 'screech']","['37', 'screech']","['40', 'gunk-shot']","['40', 'gunk-shot']","['43', 'acid-armor']","['43', 'acid-armor']","['46', 'belch']","['46', 'belch']","['48', 'memento']","['48', 'memento']",,,
89,muk,poison,---,stench,sticky-hold,poison-touch,105,105,75,65,100,50,"['0', 'venom-drench']","['1', 'pound']","['1', 'harden']","['1', 'poison-gas']","['1', 'mud-slap']","['1', 'pound']","['1', 'harden']","['1', 'poison-gas']","['1', 'mud-slap']","['1', 'venom-drench']","['4', 'harden']","['7', 'mud-slap']","['12', 'disable']","['12', 'disable']","['15', 'sludge']","['15', 'sludge']","['18', 'mud-shot']","['18', 'mud-bomb']","['21', 'minimize']","['21', 'minimize']","['26', 'toxic']","['26', 'fling']","['29', 'sludge-bomb']","['29', 'sludge-bomb']","['32', 'sludge-wave']","['32', 'sludge-wave']","['37', 'screech']","['37', 'screech']","['40', 'gunk-shot']","['40', 'gunk-shot']","['46', 'acid-armor']","['46', 'acid-armor']","['52', 'belch']","['52', 'belch']","['57', 'memento']"
90,shellder,water,---,shell-armor,skill-link,overcoat,30,65,100,45,25,40,"['1', 'tackle']","['1', 'water-gun']","['4', 'withdraw']","['8', 'ice-shard']","['12', 'leer']","['16', 'whirlpool']","['20', 'supersonic']","['24', 'aurora-beam']","['28', 'protect']","['32', 'razor-shell']","['36', 'iron-defense']","['40', 'ice-beam']","['44', 'shell-smash']","['48', 'hydro-pump']",,,,,,,,,,,,,,,,,,,,,
91,cloyster,water,ice,shell-armor,skill-link,overcoat,50,95,180,85,45,70,"['0', 'icicle-spear']","['1', 'tackle']","['1', 'leer']","['1', 'supersonic']","['1', 'water-gun']","['1', 'hydro-pump']","['1', 'ice-beam']","['1', 'aurora-beam']","['1', 'withdraw']","['1', 'protect']","['1', 'spikes']","['1', 'whirlpool']","['1', 'iron-defense']","['1', 'toxic-spikes']","['1', 'ice-shard']","['1', 'shell-smash']","['1', 'icicle-crash']","['5', 'razor-shell']",,,,,,,,,,,,,,,,,
92,gastly,ghost,poison,levitate,---,---,30,35,30,100,35,80,"['1', 'confuse-ray']","['1', 'lick']","['4', 'hypnosis']","['8', 'mean-look']","['12', 'payback']","['16', 'spite']","['20', 'curse']","['24', 'hex']","['28', 'night-shade']","['32', 'sucker-punch']","['36', 'dark-pulse']","['40', 'shadow-ball']","['44', 'destiny-bond']","['48', 'dream-eater']",,,,,,,,,,,,,,,,,,,,,
93,haunter,ghost,poison,levitate,---,---,45,50,45,115,55,95,"['0', 'shadow-punch']","['1', 'hypnosis']","['1', 'confuse-ray']","['1', 'lick']","['1', 'mean-look']","['12', 'payback']","['16', 'spite']","['20', 'curse']","['24', 'hex']","['30', 'night-shade']","['36', 'sucker-punch']","['42', 'dark-pulse']","['48', 'shadow-ball']","['54', 'destiny-bond']","['60', 'dream-eater']",,,,,,,,,,,,,,,,,,,,
94,gengar,ghost,poison,cursed-body,---,---,60,65,60,130,75,110,"['1', 'hypnosis']","['1', 'confuse-ray']","['1', 'lick']","['1', 'perish-song']","['1', 'mean-look']","['1', 'shadow-punch']","['1', 'reflect-type']","['12', 'payback']","['16', 'spite']","['20', 'curse']","['24', 'hex']","['30', 'night-shade']","['36', 'sucker-punch']","['42', 'dark-pulse']","['48', 'shadow-ball']","['54', 'destiny-bond']","['60', 'dream-eater']",,,,,,,,,,,,,,,,,,
95,onix,rock,ground,rock-head,sturdy,weak-armor,35,45,160,30,45,70,"['1', 'bind']","['1', 'tackle']","['1', 'rock-throw']","['1', 'harden']","['4', 'smack-down']","['8', 'rock-polish']","['12', 'dragon-breath']","['16', 'curse']","['20', 'rock-slide']","['24', 'screech']","['28', 'sand-tomb']","['32', 'stealth-rock']","['36', 'slam']","['40', 'sandstorm']","['44', 'dig']","['48', 'iron-tail']","['52', 'stone-edge']","['56', 'double-edge']",,,,,,,,,,,,,,,,,
96,drowzee,psychic,---,insomnia,forewarn,inner-focus,60,48,45,43,90,42,"['1', 'pound']","['1', 'hypnosis']","['1', 'pound']","['1', 'hypnosis']","['5', 'disable']","['5', 'disable']","['9', 'confusion']","['9', 'confusion']","['13', 'headbutt']","['13', 'headbutt']","['17', 'poison-gas']","['17', 'poison-gas']","['21', 'psybeam']","['21', 'meditate']","['25', 'psych-up']","['25', 'psybeam']","['29', 'zen-headbutt']","['29', 'wake-up-slap']","['33', 'swagger']","['33', 'psych-up']","['37', 'psychic']","['37', 'synchronoise']","['41', 'nasty-plot']","['41', 'zen-headbutt']","['45', 'psyshock']","['45', 'swagger']","['49', 'future-sight']","['49', 'psychic']","['53', 'nasty-plot']","['57', 'psyshock']","['61', 'future-sight']",,,,
97,hypno,psychic,---,insomnia,forewarn,inner-focus,85,73,70,73,115,67,"['1', 'pound']","['1', 'disable']","['1', 'confusion']","['1', 'hypnosis']","['1', 'switcheroo']","['1', 'pound']","['1', 'disable']","['1', 'confusion']","['1', 'hypnosis']","['1', 'nightmare']","['1', 'future-sight']","['1', 'switcheroo']","['1', 'nasty-plot']","['5', 'disable']","['9', 'confusion']","['13', 'headbutt']","['13', 'headbutt']","['17', 'poison-gas']","['17', 'poison-gas']","['21', 'psybeam']","['21', 'meditate']","['25', 'psych-up']","['25', 'psybeam']","['29', 'wake-up-slap']","['32', 'zen-headbutt']","['33', 'psych-up']","['37', 'swagger']","['37', 'synchronoise']","['41', 'zen-headbutt']","['42', 'psychic']","['45', 'swagger']","['47', 'nasty-plot']","['49', 'psychic']","['51', 'psyshock']","['53', 'nasty-plot']"
